 RMI_0,239.575,402653216,0
 RS_10,311.811,974927880,9061286315
 TS_10,333.386,1277023728,14539247034
 PGM_16,413.359,15418080,9897465259
 CHT_10,220.641,2078949456,12816783486
 ART_1,737.598,5279307320,13640962058
 BTree_32,717.936,116016232,66960837
 IBTree_1,762.387,3225127816,2500072609
 FAST_1,860.673,3657143296,18175208863
 ALEX_1,424.315,4607459616,69655278941
 RMICpp_1,615.306,3104,3650216897
 ART_NEW_0,485.465,0,18207152643
 START_0,333.499,0,93997749591
 FST_1,768.977,2122501272,21216383165
 FST_128,2163.94,14699303,114134141
 RBS_28,158.377,1073741828,1850675013
 RobinHash_0,381.369,8589934592,59744757326
 BinarySearch_0,998.867,0,0
