 RMI_0,307.01,402653216,0
 RS_10,347.377,2053383192,10658065712
 PGM_16,509.846,49306500,21237234961
 ART_1,725.952,11600517896,30600825005
 BTree_32,810.712,232032112,134396582
 IBTree_1,860.027,6450251496,5005900236
 FAST_1,974.709,7314286080,36028639776
 ALEX_1,533.17,9214785376,143692110604
 RMICpp_1,730.437,3104,7307386529
 ART_NEW_0,560.996,0,39960465379
 START_0,433.283,0,178441945630
 FST_1,997.798,3938138345,41861841768
 FST_128,2215.44,27290039,225472968
 RBS_28,217.688,1073741828,2315213166
 RobinHash_0,427.136,17179869184,140718157711
 BinarySearch_0,1153.82,0,0
