 RMI_0,364.916,402653216,0
 RS_10,349.546,1739250184,15345226067
 PGM_16,608.769,159994660,49870209297
 ART_1,747.174,20598257208,57350576583
 BTree_32,900.702,464063600,913333752
 IBTree_1,981.892,12900498856,9972084532
 FAST_1,1096.43,14628571776,71271595262
 ALEX_1,619.044,18435421936,341676301010
 RMICpp_1,849.267,3104,14620062315
 ART_NEW_0,582.146,0,75378453128
 START_0,492.521,0,307960714170
 FST_1,1138.53,7533949024,84012524570
 FST_128,2375.47,56999468,563375692
 RBS_28,280.111,1073741828,3196083515
 RobinHash_0,372.499,34359738368,242354699153
 BinarySearch_0,1333.83,0,0
