 RS_10,178.162,537046184,2623623939
 PGM_16,358.944,39360,14240092584
 ART_1,553.233,4702805760,9649055879
 BTree_32,721.903,116016232,68488981
 IBTree_1,611.138,3225127816,2519614825
 FAST_1,885.116,3657143296,18186693296
 ALEX_1,345.945,4607383400,39520832986
 RMICpp_1,824.263,3104,3653444565
 ART_NEW_0,404.902,0,13704910440
 START_0,249.696,0,53287331856
 FST_1,604.259,1894311485,18549521870
 FST_128,1445.36,13739561,112975112
 RBS_28,147.031,1073741828,1213589976
 RobinHash_0,741.229,8589934592,127565366856
 BinarySearch_0,993.125,0,0
