 RS_10,168.525,800000124,2778064261
 PGM_16,136.45,368,14718454157
 BTree_32,679.937,87075880,86688760
 IBTree_1,441.881,2421989256,2230838201
 FAST_1,632.498,1706666880,11420456175
 ALEX_1,354.57,3464409152,18875076833
 RMICpp_1,64.2784,3104,3595586974
 ART_NEW_0,231.862,0,11079076094
 START_0,174.192,0,35108015789
 FST_1,551.255,1653438625,17588481145
 FST_128,1895.71,14723965,129573928
 RBS_28,121.523,1073741828,1246581623
 CuckooMap_0,151.027,1616000000,47811311903
 RobinHash_0,107.459,6442450944,7986795473
 BinarySearch_0,997.064,0,0
