 RMI_0,337.774,402653216,0
 RS_10,356.471,2709793752,16893120004
 PGM_16,597.751,106538960,37195341784
 ART_1,740.296,16311793368,45319514809
 BTree_32,862.115,348047448,367363835
 IBTree_1,930.937,9675375176,7582761435
 FAST_1,1035.56,10971428992,56560437770
 ALEX_1,584.216,13822810376,218566801056
 RMICpp_1,799.092,3104,10970042414
 ART_NEW_0,578.938,0,58660153206
 START_0,473.504,0,252620183735
 FST_1,1074.85,5743494328,63378120680
 FST_128,2295.98,41710137,399103508
 RBS_28,253.384,1073741828,2776113842
 RobinHash_0,342.219,34359738368,162595374348
 BinarySearch_0,1262.87,0,0
